docname,pre,keyword,post,id,date,id_day
text633,", mr . president of the senate , mr . president of the chamber of deputies . . .",thank you,"for your words , for such a kind greeting . , i see our flag in your hall . thank",633,2023-04-05,1
text633,"you for your words , for such a kind greeting . , i see our flag in your hall .",thank you,"for respecting our flag , our anthem , my country ! , ladies and gentlemen ! , dear members of",633,2023-04-05,1
text633,"study and enjoy life , not draw on the walls in captivity , in basements and camps . , i",thank you,"for your attention ! thank you for your support ! , may dictatorship always lose , and life always prevail",633,2023-04-05,1
text633,"draw on the walls in captivity , in basements and camps . , i thank you for your attention !",thank you,"for your support ! , may dictatorship always lose , and life always prevail ! , thank you ! ,",633,2023-04-05,1
text633,"attention ! thank you for your support ! , may dictatorship always lose , and life always prevail ! ,",thank you,"! , glory to ukraine !",633,2023-04-05,1
text634,". president . to your wife agata . i am honored to be here today with my wife . ,",thank you,", dear mateusz , mr . prime minister . , thank you , mrs . marshal and mr . marshal",634,2023-04-05,2
text634,"be here today with my wife . , thank you , dear mateusz , mr . prime minister . ,",thank you,", mrs . marshal and mr . marshal . , to all polish leaders here in warsaw and everywhere in",634,2023-04-05,2
text634,"therefore , this visit of mine , negotiations here in warsaw , became another step towards victory . and i",thank you,for the decisions approved today ! for a powerful defense package . thank you for the lives that we save,634,2023-04-05,2
text634,step towards victory . and i thank you for the decisions approved today ! for a powerful defense package .,thank you,"for the lives that we save with our solidarity together ! , , dear polish people ! , i am",634,2023-04-05,2
text634,". always ! because we were saved forever by our unity , our resolve . , dear rzeszów ! i",thank you,"for becoming the first rescuer city for ukraine ! , przemyśl ! lublin ! chełm ! thank you ! for",634,2023-04-05,2
text634,"! i thank you for becoming the first rescuer city for ukraine ! , przemyśl ! lublin ! chełm !",thank you,"! for reaching out to our people at a time when it was most needed ! , gdańsk and wrocław",634,2023-04-05,2
text634,białystok ! kraków and warsaw ! every city in poland that has become so hospitable to our people ! i,thank you,"! , thank you for the fact that ukrainian children in poland can live in respect , and ukrainian adults",634,2023-04-05,2
text634,"warsaw ! every city in poland that has become so hospitable to our people ! i thank you ! ,",thank you,"for the fact that ukrainian children in poland can live in respect , and ukrainian adults received a law from",634,2023-04-05,2
text634,"a law from the polish state that guarantees them the same rights and opportunities that your people have ! ,",thank you,to all the volunteers of poland - you can make it louder for the volunteers - who help our people,634,2023-04-05,2
text634,"who help our people here , on polish soil , and in ukraine , even risking their lives ! ,",thank you,"to everyone who trains ukrainian soldiers on polish soil ! , and i thank every polish heart that speaks its",634,2023-04-05,2
text635,", and resilience are inspiring . powerfully inspiring . inspiring the world not to lose momentum in supporting ukraine .",thank you,", warriors ! , the 35th and 36th separate marine infantry brigades , warriors of the "" zaporizka sich """,635,2023-04-06,1
text635,"artillery brigade . . . as always , well done . as always , they strive for greater results .",thank you,"! , i’m grateful to the special purpose unit of the 1st main center of the main intelligence directorate who",635,2023-04-06,1
text635,"kherson region - i thank everyone who fights for freedom of our country , freedom of our people . ,",thank you,"to everyone who will definitely drive the russian army out of ukraine ! , glory to our warriors ! ,",635,2023-04-06,1
text637,"freedom , we are really side by side with our polish brothers and sisters . in all areas ! i",thank you,"for such constant , diverse , and large-scale support ! , there is also a new – already thirty-fifth –",637,2023-04-08,1
text637,"for anti-aircraft defense , shells for artillery , for protection against armored vehicles , and other important support elements .",thank you,", america ! , this week , german support for ukraine increased by eur 200 million in investments in our",637,2023-04-08,1
text637,"particular , these are projects of german companies that will help our economic and , therefore , social sustainability .",thank you,", germany ! , the netherlands announced a package of over eur 270 million . it is to help us",637,2023-04-08,1
text637,will return . it will return not only to ukraine . it will return to everyone in the world .,thank you,", chile for your support ! , a very important decision was made this week in lithuania – regarding the",637,2023-04-08,1
text638,", warriors of the 55th artillery brigade . . . they are fighting in the donetsk region . efficiently .",thank you,"guys ! , i thank the warriors of the assault company of the 783rd regiment of the state special transport",638,2023-04-09,1
text638,", guys ! , slovyansk direction - the 30th separate mechanized brigade . . . also active assault actions .",thank you,"guys ! , i thank the warriors of the 66th separate mechanized brigade and the 95th airborne assault brigade for",638,2023-04-09,1
text638,"luhansk and kramatorsk detachments , combined units of the lviv , donetsk , mohyliv-podilskyi and bilhorod-dnistrovskyi detachments . . .",thank you,", guys ! , special forces , the 50th national guard regiment . . . thank you ! , zaporizhzhia",638,2023-04-09,1
text638,". . . thank you , guys ! , special forces , the 50th national guard regiment . . .",thank you,"! , zaporizhzhia direction - i will separately mention the warriors of the 39th anti-aircraft missile regiment . well done",638,2023-04-09,1
